地區,選區,姓名,教育程度,性別,性別_bin,出生年次,年齡,在位與否,原選區連任,推薦政黨,競爭激烈(Entropy),人口密度,政黨地位(上屆政黨得票率),有無臉書,臉書連結,PageRank,Density,Mutuality,Betweenness,Closeness,得票數,得票率,當選,政黨立場,泛藍,中立,泛綠,學歷等級
苗栗縣,2,邱鎮軍,碩士,1,1,1960,64,0,,中國國民黨,1.62,179.14,0.442805666,1,https://www.facebook.com/chengchun1207,0.003529392,0.039325843,0.428571429,0.000716906,0.233277945,"89,111",0.5505,1,-1,1,0,0,3
苗栗縣,2,曾玟學,碩士,1,1,1976,48,0,,無,1.62,179.14,0.0,1,https://www.facebook.com/tsengwenhsueh,0.006265886,0.039325843,0.571428571,0.000236699,0.296645984,"72,749",0.4495,0,0,0,1,0,3
連江縣,1,李問,博士,1,1,1978,46,0,,民主進步黨,1.54,407.17,0.069763624,1,https://www.facebook.com/wen1949,0.008771086,0.275280899,0.571428571,0.007758922,0.324759492,"1,382",0.2353,0,1,0,0,1,4
連江縣,1,陳雪生,高中職以下,1,1,1941,83,1,,中國國民黨,1.54,407.17,0.678594879,1,https://www.facebook.com/profile.php?id=100002730369711,0.0,0.0,0.0,0.0,0.0,"3,118",0.5308,1,-1,1,0,0,1
台中市,1,蔡壁如,學士,0,0,1953,71,0,,台灣民眾黨,1.09,1068.62,0.130508538,1,https://www.facebook.com/PiRuTsai.tpp,0.004130915,0.06741573,0.166666667,0.007856599,0.258120531,"72,634",0.4513,0,0,0,1,0,2
台中市,1,賴信全,碩士,1,1,1963,61,0,,無,1.09,1068.62,0.0,1,https://www.facebook.com/profile.php?id=100000273405738,0.0,0.0,0.0,0.0,0.0,"3,742",0.0233,0,0,0,1,0,3
台中市,1,劉燈鐘,博士,1,1,1955,69,0,,無,1.09,1068.62,0.0,1,https://www.facebook.com/liu0936231661,0.0,0.0,0.0,0.0,0.0,"4,685",0.0291,0,0,0,1,0,4
台中市,1,蔡其昌,碩士,1,1,1958,66,1,,民主進步黨,1.09,1068.62,0.321558002,1,https://www.facebook.com/tsaimimi0416,0.016063525,0.073033708,0.846153846,0.008820442,0.4106463,"79,884",0.4963,1,1,0,0,1,3
台中市,2,顏寬恒,碩士,1,1,1966,58,0,,中國國民黨,1.0,1178.22,0.331108364,1,https://www.facebook.com/kuanheng99,0.005921216,0.050561798,0.333333333,0.001418121,0.272264122,"118,962",0.5318,1,-1,1,0,0,3
台中市,2,林靜儀,碩士,0,0,1963,61,0,,民主進步黨,1.0,1178.22,0.321558002,1,https://www.facebook.com/LinCYminorta,0.020429508,0.078651685,0.928571429,0.007710609,0.38971139,"96,151",0.4299,0,1,0,0,1,3
台中市,3,張烱春,碩士,1,1,1954,70,0,,司法改革黨,1.35,1709.37,0.0,1,https://www.facebook.com/jiong686,0.0,0.0,0.0,0.0,0.0,"4,368",0.0229,0,0,0,1,0,3
台中市,3,謝子涵,碩士,0,0,1980,44,0,,民主進步黨,1.35,1709.37,0.321558002,1,https://www.facebook.com/hsiehtzuhan,0.008652792,0.342696629,0.442622951,0.015465837,0.327974932,"80,128",0.42,0,1,0,0,1,3
台中市,3,楊瓊瓔,博士,0,0,1953,71,1,,中國國民黨,1.35,1709.37,0.331108364,1,https://www.facebook.com/YangChiungYing,0.006401733,0.0,0.0,0.0,0.297570515,"106,306",0.5572,1,-1,1,0,0,4
台中市,4,張廖萬堅,碩士,1,1,1954,70,1,,民主進步黨,1.44,4630.14,0.321558002,1,https://www.facebook.com/TC.wanchien,0.001816117,0.168539326,0.0,0.001089862,0.005617978,"113,350",0.4735,0,1,0,0,1,3
台中市,4,廖偉翔,學士,1,1,1979,45,0,,中國國民黨,1.44,4630.14,0.331108364,1,https://www.facebook.com/seanliao76,0.007597787,0.179775281,0.5,0.007961475,0.288884897,"119,740",0.5002,1,-1,1,0,0,2
台中市,4,陳志彬,碩士,1,1,1967,57,0,,無,1.44,4630.14,0.0,1,https://www.facebook.com/txg2020,0.0,0.0,0.0,0.0,0.0,"3,824",0.016,0,0,0,1,0,3
台中市,4,李海碩,碩士,1,1,1971,53,0,,臺灣雙語無法黨,1.44,4630.14,0.0,1,https://www.facebook.com/Roy722,0.00164168,0.04494382,0.0,0.0,0.0,792,0.0033,0,0,0,1,0,3
台中市,5,彭振芳,高中職以下,1,1,1953,71,0,,司法改革黨,1.65,5215.75,0.0,1,https://www.facebook.com/profile.php?id=100064045929021,0.001715127,0.0,0.0,0.0,0.005617978,"2,647",0.0101,0,0,0,1,0,1
台中市,5,蔡善雯,碩士,0,0,1965,59,0,,小民參政歐巴桑聯盟,1.65,5215.75,0.0,1,https://www.facebook.com/profile.php?id=61552486111252,0.0,0.0,0.0,0.0,0.0,"9,266",0.0355,0,1,0,0,1,3
台中市,5,陳維新,高中職以下,0,0,1987,37,0,,無,1.65,5215.75,0.0,1,https://www.facebook.com/weihsinchen1998,0.0,0.0,0.0,0.0,0.0,"4,224",0.0162,0,0,0,1,0,1
台中市,5,黃健豪,碩士,1,1,1977,47,0,,中國國民黨,1.65,5215.75,0.331108364,1,https://www.facebook.com/TCBetter,0.00556594,0.106741573,0.473684211,0.003088032,0.279933534,"134,706",0.5155,1,-1,1,0,0,3
台中市,5,莊競程,學士,1,1,1969,55,1,,民主進步黨,1.65,5215.75,0.321558002,1,https://www.facebook.com/Power3C?locale=zh_TW,0.008829152,0.207865169,0.513513514,0.004334985,0.321606487,"107,357",0.4108,0,1,0,0,1,2
台中市,6,羅廷瑋,碩士,1,1,1978,46,0,,中國國民黨,1.25,12053.22,0.331108364,1,https://www.facebook.com/taichunglolo?locale=zh_TW,0.008720837,0.0,0.0,0.0,0.303844592,"103,630",0.521,1,-1,1,0,0,3
台中市,6,紀文清,學士,1,1,1941,83,0,,無,1.25,12053.22,0.0,1,https://www.facebook.com/profile.php?id=1480491883&locale=zh_TW,0.0,0.0,0.0,0.0,0.0,"1,532",0.0077,0,0,0,1,0,2
台中市,6,江肇國,碩士,1,1,1966,58,0,,民主進步黨,1.25,12053.22,0.321558002,1,https://www.facebook.com/TC.AKuo?locale=zh_TW,0.009887639,0.219101124,0.58974359,0.012718155,0.3667026,"88,674",0.4458,0,1,0,0,1,3
台中市,7,林家興,碩士,1,1,1979,45,0,,中國國民黨,1.13,2203.36,0.331108364,1,https://www.facebook.com/AlfredLinNewROC?locale=zh_TW,0.004954193,0.202247191,0.305555556,0.008998595,0.276045568,"95,549",0.4089,0,-1,1,0,0,3
台中市,7,何欣純,碩士,0,0,1962,62,1,,民主進步黨,1.13,2203.36,0.321558002,1,https://www.facebook.com/94achun?locale=zh_TW,0.010853364,0.219101124,0.692307692,0.012348401,0.365354428,"132,235",0.5658,1,1,0,0,1,3
台中市,8,江啟臣,博士,1,1,1961,63,1,,中國國民黨,1.11,164.08,0.331108364,1,https://www.facebook.com/johnnyccchiang?locale=zh_TW,0.010456347,0.162921348,0.344827586,0.042194412,0.308622374,"88,651",0.5787,1,-1,1,0,0,4
台中市,8,謝志忠,碩士,1,1,1958,66,0,,民主進步黨,1.11,164.08,0.321558002,1,https://www.facebook.com/mang.guo.9659?locale=zh_TW,0.002310864,0.0,0.0,0.0,0.260662544,"64,542",0.4213,0,1,0,0,1,3
嘉義市,1,王美惠,碩士,0,0,1954,70,1,,民主進步黨,1.74,3596.05,0.35712951,1,https://www.facebook.com/ahueimoto?locale=zh_TW,0.007363307,0.0,0.0,0.0,0.320242554,"78,069",0.5064,1,1,0,0,1,3
嘉義市,1,簡明廉,高中職以下,1,1,1950,74,0,,無,1.74,3596.05,0.0,1,https://www.facebook.com/profile.php?id=100067017814272&locale=zh_TW,0.0,0.0,0.0,0.0,0.0,"1,219",0.0079,0,0,0,1,0,1
嘉義市,1,陳玥妗,碩士,0,0,1971,53,0,,小民參政歐巴桑聯盟,1.74,3596.05,0.0,1,https://www.facebook.com/OBS.YC?locale=zh_TW,0.00164168,0.005617978,0.0,0.0,0.0,"6,232",0.0404,0,1,0,0,1,3
嘉義市,1,蔡松益,博士,1,1,1963,61,0,,復康聯盟黨,1.74,3596.05,0.0,1,https://www.facebook.com/sungyi.tsai?locale=zh_TW,0.00164168,0.04494382,0.0,0.0,0.0,839,0.0054,0,0,0,1,0,4
屏東縣,1,鍾佳濱,碩士,1,1,1954,70,1,,民主進步黨,1.55,312.93,0.420411724,1,https://www.facebook.com/cafe1965?locale=zh_TW,0.011537361,0.280898876,0.54,0.031333921,0.327974932,"108,723",0.484,1,1,0,0,1,3
屏東縣,1,蔣月惠,高中職以下,0,0,1948,76,0,,無,1.55,312.93,0.0,1,https://www.facebook.com/profile.php?id=100001215589335&locale=zh_TW,0.00164168,0.011235955,0.0,0.0,0.0,"25,270",0.1125,0,0,0,1,0,1
屏東縣,2,徐富癸,碩士,1,1,1959,65,0,,民主進步黨,1.65,177.99,0.420411724,1,https://www.facebook.com/profile.php?id=61550108731805&locale=zh_TW,0.002339425,0.084269663,0.0,0.004138087,0.005617978,"108,923",0.5338,1,1,0,0,1,3
屏東縣,2,蘇孟淳,碩士,1,1,1981,43,0,,無,1.65,177.99,0.0,1,https://www.facebook.com/su8336099?locale=zh_TW,0.002339425,0.005617978,0.0,5.16e-05,0.005617978,"82,147",0.4026,0,0,0,1,0,3
宜蘭縣,1,林錦坤,高中職以下,1,1,1953,71,0,,無,1.75,170.38,0.0,1,https://www.facebook.com/profile.php?id=100063690528403&locale=zh_TW,0.0,0.0,0.0,0.0,0.0,"1,754",0.0069,0,0,0,1,0,1
宜蘭縣,1,陳琬惠,碩士,0,0,1963,61,0,,台灣民眾黨,1.75,170.38,0.109473645,1,https://www.facebook.com/profile.php?id=100063489709413&locale=zh_TW,0.00164168,0.005617978,0.0,0.0,0.0,"53,499",0.2094,0,0,0,1,0,3
宜蘭縣,1,林意評,碩士,1,1,1978,46,0,,台灣基進,1.75,170.38,0.022783404,1,https://www.facebook.com/profile.php?id=100000156316122&locale=zh_TW,0.0,0.0,0.0,0.0,0.0,"6,201",0.0243,0,1,0,0,1,3
宜蘭縣,1,黃琤婷,學士,0,0,1967,57,0,,中國國民黨,1.75,170.38,0.288871198,1,https://www.facebook.com/Mrs.Janet?locale=zh_TW,0.001854256,0.02247191,0.25,0.000168485,0.204478199,"86,120",0.337,0,-1,1,0,0,2
